booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
105702,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,36,Jade Retreat,Udaipur,3,Budget,200,2024-05-16,2024-05-18,2024-05-22,Standard,1,4,Travel Agent,2594.86,1863.0,SAVE10,8516.44,UPI,Completed,8.0,2024-05-25
105703,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,31,Indigo Lodge,Pune,3,Budget,80,2024-04-29,2024-07-28,2024-07-29,Standard,2,1,Corporate Portal,2192.51,265.32,FEST15,4119.7,Credit Card,Completed,8.0,2024-08-03
105704,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,1,The Grand Plaza,Delhi,5,Budget,60,2024-10-03,2024-12-02,2024-12-03,Standard,2,1,Travel Agent,2526.76,0.0,NONE,5053.52,Net Banking,Completed,,
105705,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,29,Saffron Courtyard,Udaipur,2,Budget,200,2024-05-05,2024-05-07,2024-05-10,Standard,1,3,Corporate Portal,2835.99,1078.49,WELCOME,7429.48,Debit Card,Completed,8.0,2024-05-19
105706,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-09-16,2024-10-26,2024-10-28,Deluxe,2,2,Corporate Portal,9665.67,0.0,NONE,38662.68,Credit Card,Completed,7.0,2024-11-06
105707,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,32,Lotus Haven,Pune,3,Premium,40,2024-02-27,2024-02-29,2024-03-01,Standard,1,1,OTA,6729.02,0.0,,6729.02,UPI,Cancelled,,
105708,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,34,Indigo Palace,Kochi,2,Budget,80,2023-12-17,2024-01-01,2024-01-03,Standard,1,2,OTA,2070.5,724.78,SAVE10,3416.22,Net Banking,Completed,8.0,2024-01-10
105709,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-11-21,2024-11-23,2024-11-25,Standard,2,2,Corporate Portal,5005.8,0.0,NONE,20023.2,Debit Card,Completed,4.0,2024-12-14
105710,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,42,Ivory Lodge,Jaipur,4,Premium,60,2024-06-22,2024-09-20,2024-09-22,Suite,1,2,Corporate Portal,16406.21,5980.98,SAVE10,26831.44,Net Banking,Completed,7.0,2024-09-23
105711,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,48,Tusker Lodge,Mumbai,5,Mid-Range,80,2024-02-03,2024-02-10,2024-02-14,Deluxe,1,4,Travel Agent,9615.24,5854.37,FEST15,32606.59,Credit Card,Completed,,
105712,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,46,Marigold Suites,Mumbai,2,Budget,100,2024-09-18,2024-10-03,2024-10-05,Suite,2,2,Corporate Portal,6758.97,0.0,NONE,27035.88,Credit Card,Cancelled,,
105713,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,10,Banyan Heights,Mumbai,4,Mid-Range,150,2024-09-04,2024-10-14,2024-10-19,Deluxe,2,5,Corporate Portal,10479.96,0.0,,104799.6,Credit Card,Completed,,
105714,2624,Customer_2624,Corporate,2023-01-17,Bangalore,Silver,7,Royal Orchid,Manali,4,Premium,120,2024-01-27,2024-02-21,2024-02-25,Suite,1,4,Corporate Portal,12101.72,0.0,,48406.88,Debit Card,Completed,,
105715,2625,Customer_2625,Individual,2022-11-28,Bangalore,Silver,4,Sea Breeze Resort,Kochi,3,Budget,40,2024-07-23,2024-08-17,2024-08-19,Standard,1,2,OTA,1899.88,809.04,FEST15,2990.72,Net Banking,Completed,3.0,2024-09-01
105716,2625,Customer_2625,Individual,2022-11-28,Bangalore,Silver,10,Banyan Heights,Mumbai,4,Mid-Range,150,2024-01-23,2024-01-30,2024-02-03,Standard,1,4,Travel Agent,5493.01,0.0,NONE,21972.04,Debit Card,Cancelled,,
105717,2625,Customer_2625,Individual,2022-11-28,Bangalore,Silver,21,Indigo Retreat,Manali,5,Luxury,100,2024-07-27,2024-10-25,2024-10-28,Standard,1,3,OTA,12444.13,0.0,,37332.39,Net Banking,Completed,,
105718,2626,Customer_2626,Individual,2023-07-08,Bangalore,Gold,22,Olive Courtyard,Delhi,3,Premium,150,2024-04-07,2024-04-14,2024-04-17,Deluxe,1,3,OTA,12418.14,7827.95,APPDEAL,29426.47,UPI,Completed,,
105719,2627,Customer_2627,Individual,2022-10-26,Manali,None,35,Sapphire Retreat,Bangalore,3,Mid-Range,150,2024-04-18,2024-04-20,2024-04-22,Deluxe,1,2,OTA,5449.66,2920.65,WELCOME,7978.67,Net Banking,Completed,5.0,2024-05-09
105720,2628,Customer_2628,Individual,2023-09-08,Kochi,None,46,Marigold Suites,Mumbai,2,Budget,100,2024-02-27,2024-03-05,2024-03-08,Standard,1,3,Direct Website,2962.93,1249.61,APPDEAL,7639.18,UPI,Completed,1.0,2024-03-22
105721,2629,Customer_2629,Corporate,2023-12-22,Udaipur,Silver,39,Coral Suites,Delhi,5,Mid-Range,150,2024-06-19,2024-08-18,2024-08-23,Deluxe,3,5,Corporate Portal,6206.32,18295.08,WELCOME,74799.72,Debit Card,Completed,10.0,2024-08-26
105722,2629,Customer_2629,Corporate,2023-12-22,Udaipur,Silver,30,Lotus Heights,Kochi,4,Luxury,200,2024-07-28,2024-08-12,2024-08-17,Standard,1,5,Travel Agent,14068.89,0.0,,70344.45,Net Banking,Completed,,
105723,2630,Customer_2630,Individual,2022-02-08,Delhi,None,40,Mango Retreat,Mumbai,4,Premium,120,2024-04-26,2024-05-11,2024-05-13,Standard,1,2,Direct Website,11940.98,0.0,NONE,23881.96,Net Banking,Cancelled,,
105724,2631,Customer_2631,Individual,2022-05-16,Bangalore,None,43,Crimson Heights,Delhi,5,Budget,30,2024-09-12,2024-09-14,2024-09-17,Standard,1,3,OTA,2812.25,0.0,,8436.75,Debit Card,Completed,4.0,2024-10-04
105725,2632,Customer_2632,Individual,2023-03-30,Delhi,Platinum,24,Tusker Palace,Goa,2,Mid-Range,100,2024-01-20,2024-02-04,2024-02-07,Suite,1,3,Corporate Portal,12030.94,0.0,,36092.82,Debit Card,Completed,,
105726,2632,Customer_2632,Individual,2023-03-30,Delhi,Platinum,39,Coral Suites,Delhi,5,Mid-Range,150,2024-03-12,2024-03-19,2024-03-22,Standard,1,3,OTA,4741.44,0.0,NONE,14224.32,Net Banking,Completed,,
105727,2632,Customer_2632,Individual,2023-03-30,Delhi,Platinum,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-02-20,2024-05-20,2024-05-25,Suite,1,5,Direct Website,12365.41,0.0,,61827.05,Net Banking,Completed,4.0,2024-06-04
105728,2632,Customer_2632,Individual,2023-03-30,Delhi,Platinum,1,The Grand Plaza,Delhi,5,Budget,60,2024-04-09,2024-04-24,2024-05-01,Suite,1,7,Corporate Portal,5903.78,0.0,NONE,41326.46,Credit Card,Completed,5.0,2024-05-10
105729,2632,Customer_2632,Individual,2023-03-30,Delhi,Platinum,18,Tusker Haven,Chennai,5,Mid-Range,80,2024-03-09,2024-04-03,2024-04-05,Standard,1,2,Travel Agent,4934.45,0.0,NONE,9868.9,Debit Card,Completed,,
105730,2633,Customer_2633,Individual,2022-02-04,Goa,Silver,8,Royal Orchid,Jaipur,5,Budget,80,2024-11-20,2024-11-27,2024-11-28,Standard,1,1,Direct Website,2136.57,0.0,NONE,2136.57,Credit Card,Cancelled,,
105731,2634,Customer_2634,Individual,2023-05-08,Delhi,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-01-27,2024-03-07,2024-03-09,Deluxe,1,2,Corporate Portal,7975.51,0.0,,15951.02,UPI,Completed,4.0,2024-03-14
105732,2634,Customer_2634,Individual,2023-05-08,Delhi,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-01-05,2024-01-30,2024-02-01,Standard,1,2,Travel Agent,8198.07,0.0,NONE,16396.14,Credit Card,Cancelled,,
105733,2635,Customer_2635,Corporate,2023-07-30,Delhi,Platinum,14,Saffron Stay,Delhi,5,Mid-Range,200,2024-04-24,2024-05-01,2024-05-06,Deluxe,2,5,Corporate Portal,6747.52,0.0,NONE,67475.2,UPI,Completed,,
105734,2635,Customer_2635,Corporate,2023-07-30,Delhi,Platinum,18,Tusker Haven,Chennai,5,Mid-Range,80,2024-02-07,2024-02-14,2024-02-15,Deluxe,2,1,OTA,5310.19,0.0,NONE,10620.38,Debit Card,Completed,9.0,2024-02-26
105735,2636,Customer_2636,Individual,2022-07-31,Udaipur,None,32,Lotus Haven,Pune,3,Premium,40,2023-12-14,2024-01-08,2024-01-10,Standard,1,2,Corporate Portal,6480.89,0.0,,12961.78,Net Banking,Completed,5.0,2024-01-21
105736,2636,Customer_2636,Individual,2022-07-31,Udaipur,None,30,Lotus Heights,Kochi,4,Luxury,200,2024-03-27,2024-04-21,2024-04-24,Deluxe,1,3,Travel Agent,19668.57,8342.82,SAVE10,50662.89,UPI,Completed,3.0,2024-05-01
105737,2636,Customer_2636,Individual,2022-07-31,Udaipur,None,34,Indigo Palace,Kochi,2,Budget,80,2024-09-12,2024-09-14,2024-09-17,Deluxe,1,3,Corporate Portal,3101.43,972.26,SAVE10,8332.03,Net Banking,Completed,3.0,2024-10-05
105738,2636,Customer_2636,Individual,2022-07-31,Udaipur,None,34,Indigo Palace,Kochi,2,Budget,80,2024-05-10,2024-08-08,2024-08-10,Standard,1,2,Corporate Portal,2100.01,0.0,NONE,4200.02,Net Banking,Cancelled,,
105739,2637,Customer_2637,Individual,2022-04-24,Delhi,None,25,Pearl Retreat,Mumbai,4,Premium,200,2024-01-31,2024-02-07,2024-02-09,Standard,1,2,Travel Agent,11601.87,0.0,,23203.74,Net Banking,Completed,,
105740,2637,Customer_2637,Individual,2022-04-24,Delhi,None,42,Ivory Lodge,Jaipur,4,Premium,60,2024-08-15,2024-08-22,2024-08-25,Suite,1,3,Direct Website,15530.88,0.0,,46592.64,Debit Card,Completed,,
105741,2637,Customer_2637,Individual,2022-04-24,Delhi,None,27,Velvet Retreat,Pune,4,Mid-Range,150,2024-04-06,2024-04-21,2024-04-22,Suite,1,1,Corporate Portal,6979.09,0.0,,6979.09,Credit Card,Cancelled,,
105742,2637,Customer_2637,Individual,2022-04-24,Delhi,None,37,Marigold Heights,Kochi,3,Mid-Range,200,2024-11-20,2024-11-27,2024-12-04,Standard,1,7,OTA,4917.76,0.0,,34424.32,Debit Card,Completed,,
105743,2637,Customer_2637,Individual,2022-04-24,Delhi,None,22,Olive Courtyard,Delhi,3,Premium,150,2024-02-14,2024-04-14,2024-04-14,Standard,1,1,OTA,9983.45,1419.65,FEST15,8563.8,Credit Card,Cancelled,,
105744,2637,Customer_2637,Individual,2022-04-24,Delhi,None,1,The Grand Plaza,Delhi,5,Budget,60,2024-06-30,2024-07-15,2024-07-16,Standard,1,1,Corporate Portal,2874.31,385.57,WELCOME,2488.74,UPI,No-Show,,
105745,2637,Customer_2637,Individual,2022-04-24,Delhi,None,18,Tusker Haven,Chennai,5,Mid-Range,80,2024-02-08,2024-04-08,2024-04-15,Deluxe,1,7,Corporate Portal,5411.71,0.0,NONE,37881.97,Credit Card,Completed,1.0,2024-04-28
105746,2637,Customer_2637,Individual,2022-04-24,Delhi,None,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-04-29,2024-06-08,2024-06-09,Standard,1,1,Direct Website,5310.38,0.0,,5310.38,Debit Card,Completed,,
105747,2637,Customer_2637,Individual,2022-04-24,Delhi,None,11,Maple Manor,Pune,5,Premium,150,2024-11-02,2024-11-09,2024-11-11,Deluxe,1,2,OTA,13409.75,0.0,NONE,26819.5,Debit Card,Completed,4.0,2024-12-01
105748,2637,Customer_2637,Individual,2022-04-24,Delhi,None,1,The Grand Plaza,Delhi,5,Budget,60,2024-07-09,2024-08-18,2024-08-23,Standard,0,5,Travel Agent,2250.94,0.0,FEST15,0.0,Debit Card,Completed,,
105749,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,25,Pearl Retreat,Mumbai,4,Premium,200,2024-10-26,2024-11-10,2024-11-15,Standard,2,5,OTA,12937.78,0.0,,129377.8,Debit Card,Cancelled,,
105750,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,23,Emerald Haven,Mumbai,2,Budget,40,2024-01-30,2024-02-24,2024-02-27,Standard,1,3,Direct Website,3269.44,1493.97,FEST15,8314.35,UPI,Completed,,
105751,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,14,Saffron Stay,Delhi,5,Mid-Range,200,2024-11-03,2024-11-18,2024-11-21,Deluxe,2,3,Travel Agent,9337.28,0.0,NONE,56023.68,UPI,Completed,10.0,2024-12-02
105752,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,41,Mango Lodge,Chennai,3,Budget,100,2024-11-02,2024-11-17,2024-11-19,Deluxe,2,2,Travel Agent,3622.7,0.0,NONE,14490.8,Credit Card,Completed,7.0,2024-11-27
105753,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,29,Saffron Courtyard,Udaipur,2,Budget,200,2024-04-04,2024-04-29,2024-05-03,Standard,3,4,Corporate Portal,3116.83,2277.03,SAVE10,35124.93,UPI,Cancelled,,
105754,2638,Customer_2638,Corporate,2023-01-27,Delhi,Gold,32,Lotus Haven,Pune,3,Premium,40,2023-11-19,2024-02-17,2024-02-22,Deluxe,2,5,Corporate Portal,9813.55,0.0,,98135.5,Net Banking,No-Show,,
105755,2639,Customer_2639,Corporate,2023-12-01,Mumbai,Gold,35,Sapphire Retreat,Bangalore,3,Mid-Range,150,2024-11-27,2024-12-04,2024-12-08,Standard,2,4,OTA,5082.92,0.0,NONE,40663.36,Net Banking,Completed,5.0,2024-12-10
105756,2640,Customer_2640,Individual,2022-11-20,Chennai,Silver,8,Royal Orchid,Jaipur,5,Budget,80,2024-07-15,2024-08-09,2024-08-11,Suite,1,2,Travel Agent,3662.03,368.55,APPDEAL,6955.51,UPI,Completed,,
105757,2640,Customer_2640,Individual,2022-11-20,Chennai,Silver,5,Hilltop Inn,Jaipur,4,Budget,120,2024-01-27,2024-04-26,2024-04-27,Deluxe,1,1,OTA,2965.34,0.0,,2965.34,Credit Card,Completed,2.0,2024-05-13
105758,2640,Customer_2640,Individual,2022-11-20,Chennai,Silver,26,Emerald Stay,Goa,5,Mid-Range,100,2023-12-17,2024-01-11,2024-01-13,Suite,1,2,OTA,20007.94,10560.53,APPDEAL,29455.35,Net Banking,Completed,3.0,2024-01-26
105759,2640,Customer_2640,Individual,2022-11-20,Chennai,Silver,25,Pearl Retreat,Mumbai,4,Premium,200,2023-10-25,2024-01-23,2024-01-26,Standard,1,3,Corporate Portal,12290.4,3682.89,FEST15,33188.31,UPI,Completed,3.0,2024-02-06
105760,2641,Customer_2641,Individual,2022-11-14,Kochi,Silver,34,Indigo Palace,Kochi,2,Budget,80,2024-07-28,2024-09-06,2024-09-08,Standard,1,2,OTA,2190.14,1027.79,WELCOME,3352.49,UPI,Completed,3.0,2024-09-17
105761,2641,Customer_2641,Individual,2022-11-14,Kochi,Silver,50,Saffron Manor,Mumbai,4,Premium,100,2024-02-08,2024-02-23,2024-02-28,Standard,1,5,Corporate Portal,11906.06,0.0,,59530.3,Net Banking,Completed,,
105762,2641,Customer_2641,Individual,2022-11-14,Kochi,Silver,4,Sea Breeze Resort,Kochi,3,Budget,40,2024-02-29,2024-04-09,2024-04-16,Deluxe,1,7,OTA,3022.41,0.0,,21156.87,Net Banking,Cancelled,,
105763,2642,Customer_2642,Individual,2022-03-06,Kochi,None,7,Royal Orchid,Manali,4,Premium,120,2024-02-16,2024-05-16,2024-05-23,Standard,1,7,OTA,7560.75,0.0,,52925.25,Net Banking,Cancelled,,
105764,2643,Customer_2643,Individual,2023-09-30,Udaipur,Platinum,34,Indigo Palace,Kochi,2,Budget,80,2024-09-26,2024-10-21,2024-10-25,Deluxe,1,4,OTA,3474.27,3343.58,FEST15,10553.5,Debit Card,Completed,4.0,2024-11-14
105765,2643,Customer_2643,Individual,2023-09-30,Udaipur,Platinum,48,Tusker Lodge,Mumbai,5,Mid-Range,80,2024-09-16,2024-09-23,2024-09-28,Standard,1,5,OTA,5468.94,4043.0,FEST15,23301.7,Credit Card,Completed,,
105766,2644,Customer_2644,Individual,2023-08-03,Udaipur,None,34,Indigo Palace,Kochi,2,Budget,80,2023-12-30,2024-01-06,2024-01-09,Standard,1,3,OTA,1940.21,0.0,,5820.63,Debit Card,Completed,,
105767,2644,Customer_2644,Individual,2023-08-03,Udaipur,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-11-26,2024-12-11,2024-12-13,Deluxe,1,2,Corporate Portal,10232.49,2757.97,WELCOME,17707.01,Credit Card,Completed,5.0,2024-12-19
105768,2644,Customer_2644,Individual,2023-08-03,Udaipur,None,7,Royal Orchid,Manali,4,Premium,120,2024-01-29,2024-02-23,2024-02-27,Deluxe,1,4,Corporate Portal,10554.56,4385.6,FEST15,37832.64,Credit Card,Cancelled,,
105769,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,35,Sapphire Retreat,Bangalore,3,Mid-Range,150,2024-05-01,2024-05-03,2024-05-06,Deluxe,1,3,OTA,5812.81,4483.52,APPDEAL,12954.91,Credit Card,Completed,5.0,2024-05-10
105770,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,6,Hilltop Inn,Delhi,5,Premium,60,2024-01-15,2024-01-17,2024-01-21,Suite,1,4,Travel Agent,18191.89,0.0,NONE,72767.56,Net Banking,Completed,3.0,2024-02-06
105771,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,50,Saffron Manor,Mumbai,4,Premium,100,2023-12-24,2024-02-22,2024-02-24,Deluxe,1,2,OTA,12977.23,5631.78,WELCOME,20322.68,UPI,Cancelled,,
105772,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,58,Emerald Lodge,Delhi,3,Mid-Range,100,2024-07-16,2024-07-23,2024-07-24,Standard,1,1,Corporate Portal,4793.62,0.0,,4793.62,Credit Card,No-Show,,
105773,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,25,Pearl Retreat,Mumbai,4,Premium,200,2024-10-02,2024-10-17,2024-10-20,Suite,1,3,OTA,24800.76,0.0,,74402.28,Net Banking,Completed,3.0,2024-11-08
105774,2645,Customer_2645,Individual,2022-07-16,Mumbai,Silver,11,Maple Manor,Pune,5,Premium,150,2024-03-04,2024-04-13,2024-04-14,Standard,1,1,Direct Website,7658.1,398.22,APPDEAL,7259.88,Net Banking,Cancelled,,
105775,2646,Customer_2646,Individual,2023-01-22,Kochi,None,40,Mango Retreat,Mumbai,4,Premium,120,2023-12-22,2024-01-06,2024-01-11,Standard,1,5,Corporate Portal,9255.59,0.0,,46277.95,Net Banking,Completed,,
105776,2646,Customer_2646,Individual,2023-01-22,Kochi,None,12,Sapphire Lodge,Kochi,5,Luxury,100,2024-01-11,2024-01-18,2024-01-21,Suite,1,3,Direct Website,28520.87,0.0,NONE,85562.61,Net Banking,Completed,,
105777,2646,Customer_2646,Individual,2023-01-22,Kochi,None,41,Mango Lodge,Chennai,3,Budget,100,2024-09-11,2024-12-10,2024-12-12,Suite,1,2,OTA,4409.63,0.0,,8819.26,UPI,Completed,,
105778,2647,Customer_2647,Individual,2022-02-03,Delhi,None,48,Tusker Lodge,Mumbai,5,Mid-Range,80,2024-01-21,2024-02-05,2024-02-07,Standard,1,2,Direct Website,5316.64,0.0,,10633.28,UPI,Completed,,
105779,2647,Customer_2647,Individual,2022-02-03,Delhi,None,16,Mango Manor,Jaipur,5,Premium,150,2024-03-11,2024-03-18,2024-03-22,Standard,1,4,OTA,6326.35,5523.16,FEST15,19782.24,Net Banking,Completed,,
105780,2648,Customer_2648,Individual,2022-05-17,Kochi,Silver,16,Mango Manor,Jaipur,5,Premium,150,2024-06-27,2024-07-22,2024-07-24,Standard,1,2,OTA,7837.16,0.0,NONE,15674.32,Debit Card,Completed,4.0,2024-08-07
105781,2648,Customer_2648,Individual,2022-05-17,Kochi,Silver,23,Emerald Haven,Mumbai,2,Budget,40,2024-04-09,2024-05-04,2024-05-05,Deluxe,1,1,OTA,4617.69,772.35,FEST15,3845.34,Net Banking,Completed,4.0,2024-05-09
105782,2649,Customer_2649,Group,2023-06-08,Goa,None,37,Marigold Heights,Kochi,3,Mid-Range,200,2024-07-03,2024-07-10,2024-07-14,Suite,2,4,OTA,6930.87,11616.67,WELCOME,43830.29,Net Banking,Cancelled,,
105783,2649,Customer_2649,Group,2023-06-08,Goa,None,54,Azure Manor,Pune,3,Mid-Range,150,2023-12-27,2024-03-26,2024-03-28,Suite,5,2,OTA,7313.99,13588.0,SAVE10,59551.9,Debit Card,Completed,2.0,2024-04-07
105784,2650,Customer_2650,Group,2023-01-04,Jaipur,None,15,Coral Residency,Kochi,5,Premium,100,2024-11-16,2024-12-11,2024-12-12,Deluxe,3,1,Direct Website,9416.78,0.0,NONE,28250.34,Credit Card,Completed,5.0,2024-12-18
105785,2651,Customer_2651,Corporate,2022-10-31,Goa,Gold,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-07-23,2024-08-17,2024-08-18,Standard,1,1,Travel Agent,4707.91,0.0,NONE,4707.91,Credit Card,Completed,,
105786,2651,Customer_2651,Corporate,2022-10-31,Goa,Gold,11,Maple Manor,Pune,5,Premium,150,2024-10-14,2024-12-13,2024-12-17,Standard,1,4,OTA,7796.39,0.0,NONE,31185.56,Net Banking,Completed,6.0,2025-01-01
105787,2651,Customer_2651,Corporate,2022-10-31,Goa,Gold,11,Maple Manor,Pune,5,Premium,150,2024-01-06,2024-01-13,2024-01-15,Standard,2,2,Corporate Portal,7331.67,4084.99,APPDEAL,25241.69,Debit Card,Completed,4.0,2024-01-17
105788,2652,Customer_2652,Individual,2022-09-29,Goa,None,39,Coral Suites,Delhi,5,Mid-Range,150,2024-03-09,2024-03-24,2024-03-25,Standard,1,1,Corporate Portal,4517.35,0.0,,4517.35,Net Banking,Cancelled,,
105789,2653,Customer_2653,Individual,2022-09-01,Bangalore,None,9,Maple Stay,Chennai,4,Budget,60,2024-05-19,2024-08-17,2024-08-19,Deluxe,1,2,OTA,3209.23,1056.34,APPDEAL,5362.12,UPI,Completed,5.0,2024-09-07
105790,2653,Customer_2653,Individual,2022-09-01,Bangalore,None,1,The Grand Plaza,Delhi,5,Budget,60,2024-09-28,2024-10-13,2024-10-15,Deluxe,1,2,OTA,4031.12,0.0,,8062.24,Net Banking,Cancelled,,
105791,2654,Customer_2654,Individual,2022-06-29,Jaipur,None,38,Indigo Residency,Chennai,4,Premium,80,2024-10-09,2024-10-16,2024-10-20,Standard,1,4,Corporate Portal,8190.48,5840.52,FEST15,26921.4,Debit Card,Completed,,
105792,2655,Customer_2655,Individual,2024-08-20,Kochi,Gold,12,Sapphire Lodge,Kochi,5,Luxury,100,2024-08-14,2024-12-06,2024-12-07,Standard,1,1,OTA,13732.67,2317.85,WELCOME,11414.82,Credit Card,Completed,,
105793,2656,Customer_2656,Individual,2023-09-16,Jaipur,None,31,Indigo Lodge,Pune,3,Budget,80,2023-12-11,2024-01-05,2024-01-07,Deluxe,1,2,Travel Agent,3284.62,0.0,NONE,6569.24,Debit Card,Completed,,
105794,2657,Customer_2657,Group,2023-08-01,Kochi,Gold,24,Tusker Palace,Goa,2,Mid-Range,100,2024-07-10,2024-08-04,2024-08-07,Suite,2,3,OTA,6993.04,0.0,NONE,41958.24,Net Banking,Completed,,
105795,2658,Customer_2658,Corporate,2023-11-13,Udaipur,Platinum,53,Crimson Suites,Bangalore,4,Mid-Range,100,2024-11-22,2024-11-24,2024-11-25,Standard,2,1,Corporate Portal,5069.9,1502.03,APPDEAL,8637.77,Debit Card,Completed,,
105796,2658,Customer_2658,Corporate,2023-11-13,Udaipur,Platinum,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-11-02,2024-11-17,2024-11-22,Standard,1,5,Corporate Portal,4322.19,1168.85,APPDEAL,20442.1,Net Banking,Completed,,
105797,2658,Customer_2658,Corporate,2023-11-13,Udaipur,Platinum,9,Maple Stay,Chennai,4,Budget,60,2024-09-09,2024-09-16,2024-09-17,Standard,2,1,Corporate Portal,1977.85,0.0,NONE,3955.7,Debit Card,Completed,,
105798,2659,Customer_2659,Corporate,2022-08-29,Pune,None,43,Crimson Heights,Delhi,5,Budget,30,2024-09-22,2024-11-21,2024-11-24,Suite,3,3,Corporate Portal,5956.91,4445.57,APPDEAL,49166.62,Net Banking,Cancelled,,
105799,2660,Customer_2660,Individual,2023-07-23,Udaipur,None,18,Tusker Haven,Chennai,5,Mid-Range,80,2024-08-06,2024-08-08,2024-08-12,Standard,1,4,Direct Website,4229.83,1605.56,WELCOME,15313.76,Net Banking,Completed,,
105800,2661,Customer_2661,Corporate,2023-01-06,Chennai,Platinum,16,Mango Manor,Jaipur,5,Premium,150,2024-06-20,2024-07-15,2024-07-18,Standard,2,3,Direct Website,7677.66,8136.2,FEST15,37929.76,Debit Card,Cancelled,,
105801,2662,Customer_2662,Individual,2022-02-22,Mumbai,None,32,Lotus Haven,Pune,3,Premium,40,2024-01-26,2024-02-20,2024-02-24,Suite,1,4,Direct Website,13129.87,0.0,,52519.48,Debit Card,Completed,4.0,2024-03-02
105802,2662,Customer_2662,Individual,2022-02-22,Mumbai,None,17,Marigold Palace,Jaipur,4,Budget,60,2024-03-20,2024-03-27,2024-03-29,Deluxe,1,2,Travel Agent,2433.27,839.63,FEST15,4026.91,Debit Card,Completed,,
105803,2662,Customer_2662,Individual,2022-02-22,Mumbai,None,48,Tusker Lodge,Mumbai,5,Mid-Range,80,2023-12-13,2024-01-22,2024-01-25,Standard,1,3,Corporate Portal,5335.49,0.0,NONE,16006.47,Credit Card,Completed,,
105804,2662,Customer_2662,Individual,2022-02-22,Mumbai,None,12,Sapphire Lodge,Kochi,5,Luxury,100,2024-02-06,2024-02-21,2024-02-22,Deluxe,1,1,Direct Website,16503.62,0.0,,16503.62,Debit Card,Completed,1.0,2024-02-25
105805,2662,Customer_2662,Individual,2022-02-22,Mumbai,None,3,Sea Breeze Resort,Chennai,5,Luxury,60,2024-12-09,2024-12-16,2024-12-20,Deluxe,1,4,OTA,21550.77,20439.82,WELCOME,65763.26,UPI,Completed,,
105806,2663,Customer_2663,Group,2023-12-11,Kochi,None,5,Hilltop Inn,Jaipur,4,Budget,120,2024-01-08,2024-01-10,2024-01-17,Deluxe,5,7,OTA,2492.0,0.0,,87220.0,Debit Card,Completed,,
105807,2663,Customer_2663,Group,2023-12-11,Kochi,None,42,Ivory Lodge,Jaipur,4,Premium,60,2024-01-18,2024-02-02,2024-02-07,Standard,5,5,Corporate Portal,6436.77,0.0,,160919.25,Net Banking,Completed,5.0,2024-02-13
105808,2664,Customer_2664,Individual,2022-01-19,Udaipur,Silver,37,Marigold Heights,Kochi,3,Mid-Range,200,2024-06-13,2024-07-08,2024-07-15,Standard,1,7,Direct Website,3340.71,0.0,NONE,23384.97,Net Banking,Completed,,
105809,2665,Customer_2665,Individual,2023-02-05,Udaipur,Silver,9,Maple Stay,Chennai,4,Budget,60,2024-07-03,2024-07-05,2024-07-07,Standard,1,2,Travel Agent,2092.83,0.0,,4185.66,UPI,Cancelled,,
